Item,Name,Type,SKU,Options,Inventory Tracking,Current Stock,Low Stock,Price,Cost Price,Retail Price,Sale Price,Channels,Categories,Description,Custom Fields,Page Title,Product URL,Meta Description,Search Keywords,Meta Keywords,Bin Picking Number,UPC/EAN,Global Trade Number,Manufacturer Part Number,Free Shipping,Fixed Shipping Cost,Weight,Width,Height,Depth,Is Visible,Is Featured,Warranty,Tax Class,Product Condition,Show Product Condition,Sort Order,Variant Image URL,Internal Image URL (Export),Image URL (Import),Image Description,Image is Thumbnail,Image Sort Order,YouTube ID,Video Title,Video Description,Video Sort Order
Product,Personalised Bob The Builder Lollipops (15 Pack),physical,PLP52,,none,0,0,8.49,1.65,0.00,0.00,1,55;63;65;66;79;235;366;466,<p>These awesome Personalised Bob the Builder Lollipops&nbsp;make for the perfect addition to your Bob the Builder Party. Add these little personalised treats to your party bags for the perfect finishing touch. Simply add your personalised message in the box below.</p>,,,/personalised-bob-the-builder-lollipops-15-pack/,,,,,,,,FALSE,,0.1
Product,Personalised 1st Communion Girl Lollipop (15 Pack),physical,PLP84,,none,0,0,8.49,1.65,0.00,0.00,1,45;46;55;63;79;163;366;466,"<p>Add an extra bit of sweetness to your big day with our 15 Pack of Personalised 1st Communion Girl Lollipops. Simply add your personalised message in the box below and sit back and watch your guests faces as they savor this delightful treat. The personalised lollipops make for the perfect addition to party bags.</p> <h3>Quantity:</h3> <p>- Personalised 1st Communion Girl Lollipop (15 Pack).</p> <p>Lollipop Ingredients: Glucose, Sugar, Acid: Citric Acid, Flavours, Concentrate of Carrots, Safflower, Apple and Blackcurrant and Natural Colours: E100, E141.</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":203,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":5167,""name"":""Theme"",""value"":""Communion Girl""}]",Personalised 1st Communion Girl Lollipop (15 Pack),/personalised-1st-communion-girl-lollipop-15-pack/,Celebrate your child's 1st Communion with this adorable Personalised 1st Communion Girl Lollipop (15 Pack). Perfect for party favors!,"personalised communion, communion, Personalised 1st Communion Girl Lollipop (15 Pack),",,,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,3,,,,,,,,,,
Product,Personalised Girl Confirmation Choc Coin (15 Pack),physical,PCC14,,none,0,0,7.99,2.75,0.00,0.00,1,45;46;55;63;79;164;366;467,"<p>Add an extra bit of sweetness to your big day with our Personalised Girl Confirmation Choc Coin (15 Pack). Simply add your personalised message in the box below and sit back and watch your guests faces as they savor this delightful treat.</p> <h3>Features:</h3> <p>- Personalised Girl Confirmation Choc Coin (15 Pack).</p> <p>Chocolate Coins Ingredients: Milk Chocolate: Sugar, Cocoa butter, whole milk powder, Cocoa mass, Whey powder (Milk), Emulsifiers: SOYA lecithin, flavour. Allergy Advice! May contain traces of Nuts and Cereals (Gluten).</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":204,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":5166,""name"":""Theme"",""value"":""Confirmation Girl""}]",Personalised Girl Confirmation Choc Coin (15 Pack),/personalised-girl-confirmation-choc-coin-15-pack/,Looking for Personalised Girl Confirmation Choc Coin (15 Pack)? Look no further! Get your hands on this delightful and meaningful product today!,"Confirmation, Confirmation decorations, persosanlised confirmation, Personalised Girl Confirmation Choc Coin (15 Pack),",,,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,3,,,,,,,,,,
Product,Personalised 1st Communion Girl Coins (15 Pack),physical,PCC85,,none,0,0,7.99,2.75,0.00,0.00,1,45;46;55;63;79;163;366;467,"<p>Add an extra bit of sweetness to your big day with our Personalised 1st Communion Girl Coins (15 Pack). Simply add your personalised message in the box below and sit back and watch your guests faces as they savor this delightful treat. The chocolate coins make for the perfect addition to party bags.</p> <h3>Features:</h3> <p>- Personalised 1st Communion Girl Coins (15 Pack).</p> <p>Chocolate Coins Ingredients: Milk Chocolate: Sugar, Cocoa butter, whole milk powder, Cocoa mass, Whey powder (Milk), Emulsifiers: SOYA lecithin, flavour. Allergy Advice! May contain traces of Nuts and Cereals (Gluten).</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":205,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":5165,""name"":""Theme"",""value"":""Communion Girl""}]",Personalised 1st Communion Girl Coins (15 Pack),/personalised-1st-communion-girl-coins-15-pack/,Shop the best quality Personalised 1st Communion Girl Coins (15 Pack) for your special occasion. Customize these coins to cherish the memories forever.,"personalised communion, communion, Personalised 1st Communion Girl Coins (15 Pack),",,,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,3,,,,,,,,,,
Product,Personalised 1st Communion Boy Coins (15 Pack),physical,PCC84,,none,0,0,7.99,2.75,0.00,0.00,1,45;46;55;63;79;163;366;467,"<p>Add an extra bit of sweetness to your big day with our Personalised 1st Communion Boy Coins (15 Pack). Simply add your personalised message in the box below and sit back and watch your guests faces as they savor this delightful treat. The chocolate coins make for the perfect addition to party bags.</p> <h3>Features:</h3> <p>- Personalised 1st Communion Boy Coins (15 Pack).</p> <p>Chocolate Coins Ingredients: Milk Chocolate: Sugar, Cocoa butter, whole milk powder, Cocoa mass, Whey powder (Milk), Emulsifiers: SOYA lecithin, flavour. Allergy Advice! May contain traces of Nuts and Cereals (Gluten).</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":206,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":5164,""name"":""Theme"",""value"":""Communion Boy""}]",Personalised 1st Communion Boy Coins (15 Pack),/personalised-1st-communion-boy-coins-15-pack/,Looking for Personalised 1st Communion Boy Coins (15 Pack)? Shop now for customizable coins perfect for a special Communion celebration.,"personalised communion, communion, Personalised 1st Communion Boy Coins (15 Pack),",,,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,3,,,,,,,,,,
Product,Personalised 1st Bday Boy Choc Coins (15 Pack),physical,PCC1,,none,0,0,7.99,2.75,0.00,0.00,1,63;65;66;79;278;366;467,"<p>Everyone loves chocolate and what better way to celebrate your little boys 1st birthday then with these adorable Personalised 1st Birthday Boy Chocolate Coins (15 Pack). Simply add your own message to personalize these coins.</p> <h3>Features:</h3> <p>- Personalised 1st Birthday Boy Chocolate Coins (15 Pack).<br><br>Chocolate Coins Ingredients: Milk Chocolate: Sugar, Cocoa butter, whole milk powder, Cocoa mass, Whey powder (Milk), Emulsifiers: SOYA lecithin, flavor. Allergy Advice! May contain traces of Nuts and Cereals (Gluten).</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":207,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":4993,""name"":""Theme"",""value"":""First Birthday Boy""}]",Personalised 1st Bday Boy Choc Coins (15 Pack),/personalised-1st-bday-boy-choc-coins-15-pack/,Looking for Personalised 1st Bday Boy Choc Coins (15 Pack)? Our product is perfect for celebrating your little one's special milestone!,"1st birthday boy party, 1st birthday boy, 1st birthday chocolate coins, Personalised 1st Bday Boy Choc Coins (15 Pack),",,,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,2,,,,,,,,,,
Product,Personalised 1st Bday Girl Lollipops (15 Pack),physical,PLP2,,none,0,0,8.49,1.65,0.00,0.00,1,55;63;65;68;79;279;366;466,"<p>What better way to celebrate your little girls 1st birthday then with these adorable Personalised 1st Bday Girl Lollipops (15 Pack). They are the perfect filler for your little ones friends and family's favour bags. Simply just add your own message to personalise these lollipops.</p> <h3>Features:</h3> <p>- 15 Personalised 1st Bday Girl Lollipops (15 Pack).</p> <p>Lollipop Ingredients: Glucose, Sugar, Acid: Citric Acid, Flavours, Concentrate of Carrots, Safflower, Apple and Blackcurrant and Natural Colours: E100, E141.</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":208,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":5163,""name"":""Theme"",""value"":""Birthday""}]",Personalised 1st Bday Girl Lollipops (15 Pack),/personalised-1st-bday-girl-lollipops-15-pack/,Celebrate your little girl's special day with Personalised 1st Bday Girl Lollipops (15 Pack). Perfect for party favors and sweet treats!,"Personalised 1st Bday Girl Lollipops (15 Pack), 1st Bday Girl Lollipops,",Personalised 1st Bday Girl Lollipops (15 Pack),,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,3,,,,,,,,,,
Product,Personalised 1st Bday Girl Choc Coins (15 Pack),physical,PCC2,,none,0,0,7.99,2.75,0.00,0.00,1,55;63;65;68;79;279;366;467,"<p>Everyone loves chocolate and what better way to celebrate your little girls 1st birthday then with these adorable Personalised 1st Bday Girl Choc Coins (15 Pack). Simply add your own message in the box below to personalise these coins.</p> <h3>Features:</h3> <p>- Personalised 1st Bday Girl Choc Coins (15 Pack).&nbsp;</p> <p>Ingredients: Milk Chocolate: Sugar, Cocoa butter, whole milk powder, Cocoa mass, Whey powder (Milk), Emulsifiers: SOYA lecithin, flavour. Allergy Advice! May contain traces of Nuts and Cereals (Gluten).</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":209,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":5162,""name"":""Theme"",""value"":""Birthday""}]",Personalised 1st Bday Girl Choc Coins (15 Pack),/personalised-1st-bday-girl-choc-coins-15-pack/,Looking for Personalised 1st Bday Girl Choc Coins (15 Pack)? Purchase now for the perfect party favors for your little girl's first birthday celebration!,"Personalised 1st Bday Girl Choc Coins (15 Pack), 1st Bday Girl Choc Coins (15 Pack),",Personalised 1st Bday Girl Choc Coins (15 Pack),,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,3,,,,,,,,,,
Product,Personalised 1st Bday Boy Lollipops (15 Pack),physical,PLP1,,none,0,0,8.49,1.65,0.00,0.00,1,63;65;66;79;278;366;466,"<p>What better way to celebrate your little boys 1st birthday then with these adorable Personalised 1st Bday Boy Lollipops (15 Pack). They are the perfect filler for your favour bags. Simply just add your own message to personalise these lollipops.</p> <h3>Features:</h3> <p>- Personalised 1st Bday Boy Lollipops (15 Pack).</p> <p>Lollipop Ingredients: Glucose, Sugar, Acid: Citric Acid, Flavours, Concentrate of Carrots, Safflower, Apple and Blackcurrant and Natural Colours: E100, E141.</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":210,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":4992,""name"":""Theme"",""value"":""First Birthday Boy""}]",Personalised 1st Bday Boy Lollipops (15 Pack),/personalised-1st-bday-boy-lollipops-15-pack/,Looking for Personalised 1st Bday Boy Lollipops (15 Pack)? Get these custom treats for your little one's special day. Perfect for party favors!,"1st birthday boy party, 1st birthday boy, 1st birthday lollipops, Personalised 1st Bday Boy Lollipops (15 Pack),",Personalised 1st Bday Boy Lollipops (15 Pack),,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,2,,,,,,,,,,
Product,Personalised Avengers Lollipops (15 Pack),physical,PLP50,,none,0,0,8.49,1.65,0.00,0.00,1,55;63;65;66;79;232;366;466,<p>Make your party extra super with our Personalised Super Hero Lollipops (15 Pack). Add these little personalised treats to your party bags for the perfect finishing touch. Simply add your personalised message in the box below.</p>,,,/personalised-avengers-lollipops-15-pack/,,,,,,,,FALSE,,0.1
Product,Personalised Birthday Boy Chocolate Coins (15 Pack),physical,PCC3,,none,0,0,7.99,2.75,0.00,0.00,1,55;63;65;70;79;366;467,"<p>Celebrate your little boy's birthday in style with our all new Personalised Birthday Boy Chocolate Coins (15 Pack). These chocolate coins are the perfect finishing touch to party bags. Simply add your personalised message in the box below.</p> <h3>Features:</h3> <p>- Personalised Birthday Boy Chocolate Coins (15 Pack).</p> <p>Chocolate Coins Ingredients: Milk Chocolate: Sugar, Cocoa butter, whole milk powder, Cocoa mass, Whey powder (Milk), Emulsifiers: SOYA lecithin, flavour. Allergy Advice! May contain traces of Nuts and Cereals (Gluten).</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":212,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":4991,""name"":""Theme"",""value"":""Dinosaur""}]",Personalised Birthday Boy Chocolate Coins (15 Pack),/personalised-birthday-boy-chocolate-coins-15-pack/,Looking for Personalised Birthday Boy Chocolate Coins (15 Pack)? Get these delicious treats for your special celebration today!,"Personalised Birthday Boy Chocolate Coins (15 Pack), Birthday Boy Chocolate Coins,",Personalised Birthday Boy Chocolate Coins (15 Pack),,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,2,,,,,,,,,,
Product,Personalised Batman Lollipops (15 Pack),physical,PLP63,,none,0,0,8.49,1.65,0.00,0.00,1,55;63;65;66;79;233;366;466,"<p>These awesome Personalised Batman Lollipops (15 Pack) make for the perfect addition to your party. Add these little personalised treats to your party bags for the perfect finishing touch. Simply add your personalised message in the box below.</p><h3>Features:</h3><p>- Personalised Dark Bat Lollipops (15 Pack).</p><p>Lollipop Ingredients: Glucose, Sugar, Acid: Citric Acid, Flavours, Concentrate of Carrots, Safflower, Apple and Blackcurrant and Natural Colours: E100, E141.</p><p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p><p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":213,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":1143,""name"":""Theme"",""value"":""DC""},{""id"":4990,""name"":""Theme"",""value"":""Batman""}]",Personalised Batman Lollipops (15 Pack) | Custom Sweets,/personalised-batman-lollipops-15-pack/,Looking for Personalised Batman Lollipops (15 Pack)? Shop now for this fun and delicious treat that kids and adults will love!,"batman party supplies, batman party, batman lollipops, Personalised Batman Lollipops (15 Pack),",Personalised Batman Lollipops (15 Pack),,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,2,,,,,,,,,,
Product,Personalised Angry Birds Choc Coins (15 Pack),physical,PCC50,,none,0,0,7.99,2.75,0.00,0.00,1,63;79;366;467,"<p>These fabulous Personalised Angry Birds Chocolate Coins (15 Pack) make for the perfect addition to your Party. Add these little personalised treats to your party bags for the perfect finishing touch. Simply add your personalised message in the box below.</p> <h3>Features:</h3> <p>- <span>Personalised</span> Angry Birds Chocolate Coins (15 Pack).</p> <p>Chocolate Coins Ingredients: Milk Chocolate: Sugar, Cocoa butter, whole milk powder, Cocoa mass, Whey powder (Milk), Emulsifiers: SOYA lecithin, flavour. Allergy Advice! May contain traces of Nuts and Cereals (Gluten).</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":214,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":4714,""name"":""Theme"",""value"":""Angry Birds""}]",Personalised Angry Birds Choc Coins (15 Pack),/personalised-angry-birds-choc-coins-15-pack/,Looking for Personalised Angry Birds Choc Coins (15 Pack)? Shop now for delicious chocolate coins featuring your favorite angry birds characters!,"Personalised Angry Birds Choc Coins (15 Pack), Angry Birds Choc Coins,",Personalised Angry Birds Choc Coins (15 Pack),,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,Personalised Baby Shower Choc Coins (15 Pack),physical,PCC19,,none,0,0,7.99,2.75,0.00,0.00,1,45;46;55;63;65;67;79;166;287;366;467,"<p>A sweet new member of the family is coming soon... be prepared with a special treat like our all new Personalised Baby Shower Choc Coins (15 Pack). These coins are perfect for decorating tables or pack them in little party bags or boxes. Simply add your personalised message in the box below.</p> <h3>Quantity:</h3> <p>- Personalised Baby Shower Choc Coins (15 Pack).</p> <p>Chocolate Coins Ingredients: Milk Chocolate: Sugar, Cocoa butter, whole milk powder, Cocoa mass, Whey powder (Milk), Emulsifiers: SOYA lecithin, flavour. Allergy Advice! May contain traces of Nuts and Cereals (Gluten).</p> <p><strong>Please Note: Please allow up to 2 working days for delivery of personalised items (ROI)&nbsp;</strong></p> <p><strong>Personalised items cannot be returned or refunded unless they are faulty.</strong></p>","[{""id"":215,""name"":""[C] Please ensure you have the correct spelling and grammer as printing mistakes cannot be undone"",""value"":""Yes""},{""id"":5205,""name"":""Theme"",""value"":""Baby Shower""}]",Personalised Baby Shower Choc Coins (15 Pack),/personalised-baby-shower-choc-coins-15-pack/,Shop our Personalised Baby Shower Choc Coins (15 Pack) for a sweet and unique addition to your celebration. Perfect for welcoming your little one!,"15PK Baby Shower Choc Coins, Personalised Baby Shower Choc Coins (15 Pack),",Personalised Baby Shower Choc Coins (15 Pack),,,,,FALSE,0.00,0.1,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,5,,,,,,,,,,
